item_id,order_id,user_id,product_name,category,brand,quantity,unit_price_sgd,line_total_sgd,on_promotion
I0001709,O000351,U0042,Air Freshener,Cleaning Supplies,Cif,2,12.62,25.24,True
I0001710,O000351,U0042,Broom,Cleaning Supplies,Mr Muscle,1,12.93,12.93,False
I0001711,O000351,U0042,Facial Cleanser,Toiletries and Personal Care,Nivea,1,11.02,11.02,False
I0001712,O000352,U0042,Mouthwash,Toiletries and Personal Care,Pantene,3,9.19,27.57,False
I0001713,O000352,U0042,Toothpaste,Toiletries and Personal Care,Dove,3,1.7,5.1,False
I0001714,O000352,U0042,Toothpaste,Toiletries and Personal Care,Gatsby,3,5.07,15.21,True
I0001715,O000352,U0042,Body Wash,Toiletries and Personal Care,Pantene,2,24.62,49.24,False
I0001716,O000352,U0042,Baby Lotion,Baby and Family Care,Johnson and Johnson,3,14.94,44.82,True
I0001717,O000352,U0042,Mouthwash,Toiletries and Personal Care,Dove,1,24.91,24.91,True
I0001718,O000353,U0042,Air Freshener,Cleaning Supplies,Cif,2,20.87,41.74,False
I0001719,O000353,U0042,Multi-Purpose Spray,Cleaning Supplies,Giant Brand,3,3.18,9.54,False
I0001720,O000354,U0042,Toilet Bowl Cleaner,Cleaning Supplies,Cif,3,19.74,59.22,False
I0001721,O000354,U0042,Cotton Buds,Toiletries and Personal Care,Gatsby,2,2.25,4.5,False
I0001722,O000354,U0042,Candles,Kitchen Essentials,Giant Brand,2,9.93,19.86,False
I0001723,O000354,U0042,Rubber Gloves,Cleaning Supplies,Kao,1,20.17,20.17,False
I0001724,O000354,U0042,Drain Cleaner,Cleaning Supplies,Cif,2,4.99,9.98,True
I0001725,O000355,U0042,Sponge,Cleaning Supplies,Dettol,2,4.46,8.92,False
I0001726,O000355,U0042,Mop,Cleaning Supplies,Mr Muscle,3,7.12,21.36,False
I0001727,O000355,U0042,Panty Liners,Baby and Family Care,Kotex,3,15.31,45.93,False
I0001728,O000355,U0042,Baby Wipes,Baby and Family Care,Huggies,2,5.18,10.36,True
I0001729,O000355,U0042,Body Wash,Toiletries and Personal Care,Colgate,2,5.88,11.76,False
I0001730,O000355,U0042,Facial Cleanser,Toiletries and Personal Care,Gatsby,2,12.07,24.14,False
I0001731,O000356,U0042,Bottle Brush,Kitchen Essentials,3M,3,5.82,17.46,False
I0001732,O000356,U0042,Toilet Bowl Cleaner,Cleaning Supplies,Kao,1,12.94,12.94,False
I0001733,O000356,U0042,Deodorant,Toiletries and Personal Care,Pantene,3,15.69,47.07,False
I0001734,O000356,U0042,Dish Rack,Kitchen Essentials,Scotch-Brite,2,2.4,4.8,True
I0001735,O000357,U0042,Razor,Toiletries and Personal Care,Colgate,1,3.96,3.96,False
I0001736,O000357,U0042,Air Freshener,Cleaning Supplies,Cif,1,9.31,9.31,False
I0001737,O000357,U0042,Dryer Sheets,Laundry,Vanish,3,10.68,32.04,False
I0001738,O000357,U0042,Feminine Wash,Baby and Family Care,Mamypoko,2,19.59,39.18,False
I0001739,O000358,U0042,Multi-Purpose Spray,Cleaning Supplies,Giant Brand,2,2.55,5.1,False
I0001740,O000358,U0042,Sanitary Pads,Baby and Family Care,Huggies,2,20.99,41.98,False
I0001741,O000358,U0042,Tissue Paper,Baby and Family Care,Kotex,1,23.19,23.19,False
I0001742,O000358,U0042,Toilet Bowl Cleaner,Cleaning Supplies,Mr Muscle,3,21.53,64.59,False
I0001743,O000358,U0042,Dish Soap,Kitchen Essentials,Glad,2,7.74,15.48,False
I0001744,O000358,U0042,Drain Cleaner,Cleaning Supplies,Cif,2,1.55,3.1,True
I0001745,O000358,U0042,Glass Cleaner,Cleaning Supplies,Giant Brand,3,23.59,70.77,True
I0001746,O000359,U0042,Stain Remover,Laundry,Attack,1,14.05,14.05,False
I0001747,O000359,U0042,Nappy Rash Cream,Baby and Family Care,Mamypoko,2,14.68,29.36,False
I0001748,O000359,U0042,Moisturiser,Toiletries and Personal Care,Dove,3,11.59,34.77,False
I0001749,O000359,U0042,Baby Wipes,Baby and Family Care,Huggies,1,4.55,4.55,False
I0001750,O000359,U0042,Multi-Purpose Spray,Cleaning Supplies,Mr Muscle,2,5.3,10.6,False
I0001751,O000359,U0042,Razor,Toiletries and Personal Care,Dove,2,8.77,17.54,False
I0001752,O000360,U0043,Panty Liners,Baby and Family Care,Mamypoko,1,19.8,19.8,False
I0001753,O000360,U0043,Panty Liners,Baby and Family Care,Mamypoko,1,19.48,19.48,False
I0001754,O000360,U0043,Drain Cleaner,Cleaning Supplies,Giant Brand,2,13.5,27.0,False
I0001755,O000360,U0043,Air Freshener,Cleaning Supplies,Dettol,2,20.04,40.08,False
I0001756,O000360,U0043,Multi-Purpose Spray,Cleaning Supplies,Giant Brand,2,18.54,37.08,False
I0001757,O000360,U0043,Air Freshener,Cleaning Supplies,Dettol,1,5.31,5.31,False
I0001758,O000360,U0043,Trash Bags,Cleaning Supplies,Giant Brand,1,12.75,12.75,False
I0001759,O000360,U0043,Floor Cleaner,Cleaning Supplies,Mr Muscle,2,20.13,40.26,False
I0001760,O000361,U0043,Air Freshener,Cleaning Supplies,Giant Brand,3,17.89,53.67,False
I0001761,O000361,U0043,Baby Powder,Baby and Family Care,Dettol,3,19.61,58.83,False
I0001762,O000361,U0043,Multi-Purpose Spray,Cleaning Supplies,Dettol,1,12.14,12.14,True
I0001763,O000361,U0043,Rubber Gloves,Cleaning Supplies,Mr Muscle,3,9.46,28.38,False
I0001764,O000361,U0043,Disinfectant Wipes,Cleaning Supplies,Kao,1,4.65,4.65,True
I0001765,O000361,U0043,Air Freshener,Cleaning Supplies,Dettol,3,4.69,14.07,False
I0001766,O000362,U0043,Cling Wrap,Kitchen Essentials,Glad,1,8.83,8.83,False
I0001767,O000362,U0043,Drain Cleaner,Cleaning Supplies,Dettol,1,23.57,23.57,False
I0001768,O000363,U0043,Bar Soap,Toiletries and Personal Care,Colgate,2,24.56,49.12,False
I0001769,O000363,U0043,Broom,Cleaning Supplies,Mr Muscle,3,8.55,25.65,True
I0001770,O000363,U0043,Floss,Toiletries and Personal Care,Pantene,3,3.69,11.07,True
I0001771,O000363,U0043,Sponge,Cleaning Supplies,Dettol,2,4.16,8.32,False
I0001772,O000363,U0043,Floss,Toiletries and Personal Care,Dove,1,15.05,15.05,False
I0001773,O000364,U0044,Bottle Brush,Kitchen Essentials,3M,1,20.57,20.57,False
I0001774,O000364,U0044,Wet Wipes,Baby and Family Care,Kotex,2,22.8,45.6,False
I0001775,O000364,U0044,Moisturiser,Toiletries and Personal Care,Dove,2,23.09,46.18,False
I0001776,O000364,U0044,Bar Soap,Toiletries and Personal Care,Gatsby,1,4.72,4.72,True
I0001777,O000364,U0044,Floor Cleaner,Cleaning Supplies,Dettol,2,2.5,5.0,False
I0001778,O000364,U0044,Bar Soap,Toiletries and Personal Care,Colgate,1,15.39,15.39,False
I0001779,O000364,U0044,Disinfectant Wipes,Cleaning Supplies,Mr Muscle,1,5.85,5.85,False
I0001780,O000364,U0044,Mop,Cleaning Supplies,Dettol,2,6.63,13.26,False
I0001781,O000365,U0044,Conditioner,Toiletries and Personal Care,Darlie,1,17.51,17.51,False
I0001782,O000365,U0044,Hand Sanitiser,Baby and Family Care,Mamypoko,2,14.37,28.74,True
I0001783,O000365,U0044,Baby Bottle Brush,Baby and Family Care,Dettol,1,20.89,20.89,False
I0001784,O000365,U0044,Baby Lotion,Baby and Family Care,Dettol,3,8.26,24.78,True
I0001785,O000365,U0044,Broom,Cleaning Supplies,Kao,2,16.74,33.48,False
I0001786,O000365,U0044,Facial Cleanser,Toiletries and Personal Care,Nivea,1,19.05,19.05,False
I0001787,O000365,U0044,Sanitary Pads,Baby and Family Care,Kotex,1,24.23,24.23,True
I0001788,O000365,U0044,Shampoo,Toiletries and Personal Care,Pantene,3,2.59,7.77,True
I0001789,O000366,U0044,Washing Machine Cleaner,Laundry,Dynamo,3,6.44,19.32,True
I0001790,O000366,U0044,Moisturiser,Toiletries and Personal Care,Dove,2,6.35,12.7,True
I0001791,O000366,U0044,Baby Wipes,Baby and Family Care,Huggies,2,9.14,18.28,False
I0001792,O000366,U0044,Rubber Bands,Kitchen Essentials,Glad,2,17.08,34.16,False
I0001793,O000367,U0044,Nappy Rash Cream,Baby and Family Care,Mamypoko,2,12.99,25.98,False
I0001794,O000367,U0044,Shampoo,Toiletries and Personal Care,Darlie,2,5.23,10.46,False
I0001795,O000367,U0044,Scouring Pad,Kitchen Essentials,Giant Brand,3,8.29,24.87,False
I0001796,O000368,U0044,Shampoo,Toiletries and Personal Care,Darlie,3,3.03,9.09,False
I0001797,O000368,U0044,Mouthwash,Toiletries and Personal Care,Darlie,1,17.68,17.68,False
I0001798,O000368,U0044,Moisturiser,Toiletries and Personal Care,Colgate,1,12.79,12.79,False
I0001799,O000369,U0044,Mouthwash,Toiletries and Personal Care,Nivea,3,16.58,49.74,True
I0001800,O000369,U0044,Facial Cleanser,Toiletries and Personal Care,Nivea,2,17.71,35.42,False
I0001801,O000369,U0044,Baby Shampoo,Baby and Family Care,Johnson and Johnson,3,10.99,32.97,True
I0001802,O000369,U0044,Mop,Cleaning Supplies,Cif,2,7.42,14.84,True
I0001803,O000369,U0044,Feminine Wash,Baby and Family Care,Kotex,3,15.0,45.0,False
I0001804,O000369,U0044,Cling Wrap,Kitchen Essentials,Giant Brand,3,1.58,4.74,False
I0001805,O000369,U0044,Wet Wipes,Baby and Family Care,Kotex,2,14.85,29.7,True
I0001806,O000370,U0045,Shaving Cream,Toiletries and Personal Care,Darlie,2,17.86,35.72,False
I0001807,O000370,U0045,Air Freshener,Cleaning Supplies,Giant Brand,3,14.75,44.25,True
I0001808,O000370,U0045,Mop,Cleaning Supplies,Cif,2,2.58,5.16,False
I0001809,O000370,U0045,Broom,Cleaning Supplies,Giant Brand,2,13.09,26.18,False
I0001810,O000370,U0045,Deodorant,Toiletries and Personal Care,Dove,1,14.78,14.78,True
I0001811,O000370,U0045,Toilet Bowl Cleaner,Cleaning Supplies,Cif,2,11.19,22.38,False
I0001812,O000370,U0045,Mouthwash,Toiletries and Personal Care,Nivea,2,18.38,36.76,True
I0001813,O000371,U0045,Scrubbing Brush,Cleaning Supplies,Dettol,3,11.11,33.33,False
I0001814,O000371,U0045,Cotton Buds,Toiletries and Personal Care,Darlie,1,3.7,3.7,False
I0001815,O000371,U0045,Glass Cleaner,Cleaning Supplies,Mr Muscle,3,14.12,42.36,False
I0001816,O000371,U0045,Glass Cleaner,Cleaning Supplies,Kao,3,8.01,24.03,True
I0001817,O000372,U0045,Mop,Cleaning Supplies,Kao,2,3.85,7.7,False
I0001818,O000372,U0045,Toothbrush,Toiletries and Personal Care,Colgate,1,11.54,11.54,False
I0001819,O000372,U0045,Shampoo,Toiletries and Personal Care,Nivea,3,5.36,16.08,False
I0001820,O000372,U0045,Washing Machine Cleaner,Laundry,Dynamo,3,7.97,23.91,True
I0001821,O000372,U0045,Razor,Toiletries and Personal Care,Dove,3,5.72,17.16,False
I0001822,O000372,U0045,Sponge,Cleaning Supplies,Kao,1,17.05,17.05,True
I0001823,O000372,U0045,Multi-Purpose Spray,Cleaning Supplies,Cif,2,16.24,32.48,False
I0001824,O000372,U0045,Mouthwash,Toiletries and Personal Care,Darlie,1,17.67,17.67,False
I0001825,O000373,U0045,Trash Bags,Cleaning Supplies,Dettol,3,5.61,16.83,False
I0001826,O000373,U0045,Glass Cleaner,Cleaning Supplies,Cif,1,3.22,3.22,False
I0001827,O000373,U0045,Deodorant,Toiletries and Personal Care,Pantene,2,18.27,36.54,False
I0001828,O000373,U0045,Laundry Bags,Laundry,Attack,3,24.63,73.89,False
I0001829,O000373,U0045,Toothpaste,Toiletries and Personal Care,Nivea,3,14.83,44.49,False
I0001830,O000374,U0045,Cotton Buds,Toiletries and Personal Care,Colgate,2,7.62,15.24,True
I0001831,O000374,U0045,Diapers,Baby and Family Care,Huggies,1,11.04,11.04,False
I0001832,O000374,U0045,Glass Cleaner,Cleaning Supplies,Giant Brand,1,20.22,20.22,True
I0001833,O000374,U0045,Razor,Toiletries and Personal Care,Gatsby,3,23.81,71.43,True
I0001834,O000374,U0045,Floss,Toiletries and Personal Care,Nivea,3,18.83,56.49,True
I0001835,O000374,U0045,Bar Soap,Toiletries and Personal Care,Pantene,1,7.15,7.15,True
I0001836,O000375,U0046,Cling Wrap,Kitchen Essentials,3M,1,7.6,7.6,False
I0001837,O000375,U0046,Nappy Rash Cream,Baby and Family Care,Huggies,2,13.03,26.06,False
I0001838,O000375,U0046,Wet Wipes,Baby and Family Care,Huggies,3,4.97,14.91,False
I0001839,O000375,U0046,Candles,Kitchen Essentials,3M,1,18.84,18.84,False
I0001840,O000375,U0046,Hand Sanitiser,Baby and Family Care,Johnson and Johnson,1,2.28,2.28,True
I0001841,O000375,U0046,Matches,Kitchen Essentials,Sunlight,3,2.21,6.63,False
I0001842,O000376,U0046,Baby Lotion,Baby and Family Care,Dettol,3,16.72,50.16,True
I0001843,O000376,U0046,Rubber Bands,Kitchen Essentials,Sunlight,3,5.02,15.06,False
I0001844,O000376,U0046,Baby Lotion,Baby and Family Care,Kotex,3,8.31,24.93,False
I0001845,O000376,U0046,Aluminium Foil,Kitchen Essentials,Scotch-Brite,3,17.2,51.6,False
I0001846,O000376,U0046,Cling Wrap,Kitchen Essentials,Sunlight,1,5.63,5.63,False
I0001847,O000376,U0046,Baby Wipes,Baby and Family Care,Johnson and Johnson,2,12.52,25.04,False
I0001848,O000376,U0046,Baby Wipes,Baby and Family Care,Kotex,1,1.57,1.57,False
I0001849,O000377,U0046,Baby Shampoo,Baby and Family Care,Johnson and Johnson,3,13.62,40.86,False
I0001850,O000377,U0046,Ziplock Bags,Kitchen Essentials,Sunlight,1,11.2,11.2,False
I0001851,O000377,U0046,Feminine Wash,Baby and Family Care,Johnson and Johnson,3,2.65,7.95,False
I0001852,O000377,U0046,Ziplock Bags,Kitchen Essentials,Giant Brand,3,2.48,7.44,False
I0001853,O000378,U0046,Dish Soap,Kitchen Essentials,3M,3,14.62,43.86,False
I0001854,O000378,U0046,Toilet Bowl Cleaner,Cleaning Supplies,Giant Brand,3,23.9,71.7,False
I0001855,O000378,U0046,Baby Powder,Baby and Family Care,Huggies,1,7.79,7.79,True
I0001856,O000378,U0046,Panty Liners,Baby and Family Care,Johnson and Johnson,3,4.42,13.26,False
I0001857,O000378,U0046,Diapers,Baby and Family Care,Johnson and Johnson,3,18.73,56.19,False
I0001858,O000379,U0046,Wet Wipes,Baby and Family Care,Kotex,1,10.39,10.39,False
I0001859,O000379,U0046,Baby Shampoo,Baby and Family Care,Dettol,2,7.19,14.38,False
I0001860,O000379,U0046,Panty Liners,Baby and Family Care,Kotex,3,8.44,25.32,True
I0001861,O000379,U0046,Matches,Kitchen Essentials,Glad,2,8.49,16.98,True
I0001862,O000379,U0046,Bottle Brush,Kitchen Essentials,Scotch-Brite,2,18.47,36.94,False
I0001863,O000380,U0046,Bottle Brush,Kitchen Essentials,Glad,1,12.36,12.36,True
I0001864,O000380,U0046,Candles,Kitchen Essentials,Giant Brand,1,9.83,9.83,False
I0001865,O000381,U0047,Dish Rack,Kitchen Essentials,Glad,2,14.27,28.54,True
I0001866,O000381,U0047,Conditioner,Toiletries and Personal Care,Gatsby,1,12.54,12.54,False
I0001867,O000381,U0047,Baby Bottle Brush,Baby and Family Care,Johnson and Johnson,3,15.03,45.09,False
I0001868,O000381,U0047,Conditioner,Toiletries and Personal Care,Pantene,3,4.06,12.18,True
I0001869,O000381,U0047,Laundry Bags,Laundry,Downy,2,9.29,18.58,False
I0001870,O000382,U0047,Rubber Bands,Kitchen Essentials,Glad,1,8.31,8.31,False
I0001871,O000382,U0047,Toothbrush,Toiletries and Personal Care,Pantene,1,23.04,23.04,True
I0001872,O000382,U0047,Deodorant,Toiletries and Personal Care,Pantene,3,7.56,22.68,False
I0001873,O000382,U0047,Facial Cleanser,Toiletries and Personal Care,Gatsby,1,20.46,20.46,False
I0001874,O000382,U0047,Baby Bottle Brush,Baby and Family Care,Kotex,2,18.45,36.9,False
I0001875,O000382,U0047,Moisturiser,Toiletries and Personal Care,Pantene,3,3.65,10.95,False
I0001876,O000382,U0047,Deodorant,Toiletries and Personal Care,Darlie,3,9.09,27.27,True
I0001877,O000382,U0047,Nappy Rash Cream,Baby and Family Care,Huggies,3,3.31,9.93,True
I0001878,O000383,U0047,Mop,Cleaning Supplies,Kao,3,21.67,65.01,False
I0001879,O000383,U0047,Laundry Bags,Laundry,Dynamo,1,22.92,22.92,True
I0001880,O000383,U0047,Conditioner,Toiletries and Personal Care,Nivea,1,9.36,9.36,False
I0001881,O000383,U0047,Feminine Wash,Baby and Family Care,Huggies,1,17.68,17.68,False
I0001882,O000384,U0048,Dishwasher Tablets,Kitchen Essentials,Sunlight,3,22.84,68.52,False
I0001883,O000384,U0048,Rubber Bands,Kitchen Essentials,Scotch-Brite,2,10.15,20.3,False
I0001884,O000384,U0048,Shampoo,Toiletries and Personal Care,Dove,2,15.69,31.38,False
I0001885,O000384,U0048,Cling Wrap,Kitchen Essentials,3M,2,4.06,8.12,False
I0001886,O000385,U0048,Sunscreen,Toiletries and Personal Care,Dove,3,4.77,14.31,False
I0001887,O000385,U0048,Sunscreen,Toiletries and Personal Care,Gatsby,1,23.63,23.63,False
I0001888,O000385,U0048,Conditioner,Toiletries and Personal Care,Pantene,2,7.96,15.92,False
I0001889,O000385,U0048,Toothbrush,Toiletries and Personal Care,Dove,3,19.03,57.09,False
I0001890,O000385,U0048,Deodorant,Toiletries and Personal Care,Darlie,3,2.51,7.53,False
I0001891,O000385,U0048,Moisturiser,Toiletries and Personal Care,Colgate,1,13.07,13.07,False
I0001892,O000386,U0048,Facial Cleanser,Toiletries and Personal Care,Dove,1,19.04,19.04,False
I0001893,O000386,U0048,Sanitary Pads,Baby and Family Care,Huggies,1,22.06,22.06,True
I0001894,O000386,U0048,Razor,Toiletries and Personal Care,Darlie,2,22.29,44.58,True
I0001895,O000386,U0048,Toilet Bowl Cleaner,Cleaning Supplies,Kao,1,17.6,17.6,True
I0001896,O000386,U0048,Drain Cleaner,Cleaning Supplies,Dettol,1,19.54,19.54,False
I0001897,O000386,U0048,Shampoo,Toiletries and Personal Care,Darlie,3,14.43,43.29,False
I0001898,O000386,U0048,Shaving Cream,Toiletries and Personal Care,Darlie,2,19.43,38.86,False
I0001899,O000387,U0048,Baby Powder,Baby and Family Care,Johnson and Johnson,2,19.12,38.24,True
I0001900,O000387,U0048,Cotton Buds,Toiletries and Personal Care,Nivea,1,20.15,20.15,False
I0001901,O000387,U0048,Mouthwash,Toiletries and Personal Care,Colgate,1,12.71,12.71,False
I0001902,O000388,U0048,Shaving Cream,Toiletries and Personal Care,Colgate,3,18.51,55.53,True
I0001903,O000388,U0048,Cotton Buds,Toiletries and Personal Care,Gatsby,3,1.92,5.76,False
I0001904,O000389,U0048,Baby Shampoo,Baby and Family Care,Johnson and Johnson,2,14.99,29.98,False
I0001905,O000389,U0048,Cotton Buds,Toiletries and Personal Care,Colgate,3,20.47,61.41,False
I0001906,O000389,U0048,Razor,Toiletries and Personal Care,Nivea,3,11.39,34.17,False
I0001907,O000389,U0048,Baby Bottle Brush,Baby and Family Care,Johnson and Johnson,3,16.58,49.74,False
I0001908,O000389,U0048,Rubber Bands,Kitchen Essentials,Giant Brand,1,22.4,22.4,False
I0001909,O000389,U0048,Toothpaste,Toiletries and Personal Care,Nivea,2,16.46,32.92,False
I0001910,O000390,U0048,Shampoo,Toiletries and Personal Care,Nivea,2,14.88,29.76,False
I0001911,O000390,U0048,Panty Liners,Baby and Family Care,Mamypoko,1,4.05,4.05,False
I0001912,O000390,U0048,Shampoo,Toiletries and Personal Care,Colgate,1,19.74,19.74,False
I0001913,O000390,U0048,Shampoo,Toiletries and Personal Care,Darlie,3,17.94,53.82,False
I0001914,O000390,U0048,Floss,Toiletries and Personal Care,Gatsby,1,12.24,12.24,False
I0001915,O000390,U0048,Aluminium Foil,Kitchen Essentials,Giant Brand,1,19.11,19.11,False
I0001916,O000391,U0049,Mouthwash,Toiletries and Personal Care,Nivea,2,16.78,33.56,False
I0001917,O000391,U0049,Mouthwash,Toiletries and Personal Care,Nivea,1,21.15,21.15,False
I0001918,O000391,U0049,Hand Sanitiser,Baby and Family Care,Johnson and Johnson,2,22.35,44.7,True
I0001919,O000392,U0049,Drain Cleaner,Cleaning Supplies,Mr Muscle,1,14.41,14.41,False
I0001920,O000392,U0049,Toothbrush,Toiletries and Personal Care,Colgate,3,17.4,52.2,False
I0001921,O000392,U0049,Facial Cleanser,Toiletries and Personal Care,Nivea,2,14.96,29.92,False
I0001922,O000392,U0049,Moisturiser,Toiletries and Personal Care,Pantene,1,14.7,14.7,False
I0001923,O000392,U0049,Moisturiser,Toiletries and Personal Care,Gatsby,1,19.51,19.51,False
I0001924,O000392,U0049,Rubber Gloves,Cleaning Supplies,Dettol,2,21.32,42.64,False
I0001925,O000392,U0049,Bleach,Cleaning Supplies,Cif,3,20.21,60.63,False
I0001926,O000393,U0049,Baby Powder,Baby and Family Care,Mamypoko,2,19.18,38.36,True
I0001927,O000393,U0049,Dryer Sheets,Laundry,Breeze,3,10.68,32.04,False
I0001928,O000394,U0049,Bottle Brush,Kitchen Essentials,Giant Brand,3,6.25,18.75,True
I0001929,O000394,U0049,Toothpaste,Toiletries and Personal Care,Colgate,1,2.63,2.63,True
I0001930,O000395,U0049,Sponge,Cleaning Supplies,Giant Brand,1,21.66,21.66,False
I0001931,O000395,U0049,Shaving Cream,Toiletries and Personal Care,Pantene,3,13.76,41.28,False
I0001932,O000395,U0049,Aluminium Foil,Kitchen Essentials,Giant Brand,3,4.88,14.64,False
I0001933,O000395,U0049,Scrubbing Brush,Cleaning Supplies,Mr Muscle,1,22.55,22.55,False
I0001934,O000395,U0049,Air Freshener,Cleaning Supplies,Cif,1,18.29,18.29,False
I0001935,O000395,U0049,Air Freshener,Cleaning Supplies,Kao,3,4.56,13.68,True
I0001936,O000395,U0049,Facial Cleanser,Toiletries and Personal Care,Dove,3,22.0,66.0,False
I0001937,O000396,U0049,Rubber Gloves,Cleaning Supplies,Giant Brand,3,23.41,70.23,True
I0001938,O000396,U0049,Toilet Bowl Cleaner,Cleaning Supplies,Kao,3,17.35,52.05,False
I0001939,O000396,U0049,Air Freshener,Cleaning Supplies,Cif,2,6.95,13.9,False
I0001940,O000396,U0049,Floss,Toiletries and Personal Care,Colgate,3,23.37,70.11,True
I0001941,O000396,U0049,Facial Cleanser,Toiletries and Personal Care,Dove,2,14.3,28.6,True
I0001942,O000397,U0049,Tissue Paper,Baby and Family Care,Mamypoko,3,3.89,11.67,False
I0001943,O000397,U0049,Multi-Purpose Spray,Cleaning Supplies,Cif,2,7.09,14.18,False
I0001944,O000397,U0049,Scrubbing Brush,Cleaning Supplies,Kao,2,14.33,28.66,False
I0001945,O000397,U0049,Mop,Cleaning Supplies,Cif,2,3.25,6.5,False
I0001946,O000397,U0049,Scrubbing Brush,Cleaning Supplies,Giant Brand,1,18.56,18.56,True
I0001947,O000397,U0049,Toilet Bowl Cleaner,Cleaning Supplies,Cif,2,8.41,16.82,True
I0001948,O000397,U0049,Sunscreen,Toiletries and Personal Care,Colgate,2,24.88,49.76,True
I0001949,O000397,U0049,Scrubbing Brush,Cleaning Supplies,Dettol,2,12.55,25.1,True
I0001950,O000398,U0049,Stain Remover,Laundry,Attack,1,23.01,23.01,True
I0001951,O000398,U0049,Cling Wrap,Kitchen Essentials,Sunlight,2,22.52,45.04,False
I0001952,O000398,U0049,Mop,Cleaning Supplies,Cif,2,13.71,27.42,False
I0001953,O000398,U0049,Bar Soap,Toiletries and Personal Care,Colgate,3,21.0,63.0,False
I0001954,O000398,U0049,Cotton Buds,Toiletries and Personal Care,Pantene,2,21.86,43.72,True
I0001955,O000399,U0049,Trash Bags,Cleaning Supplies,Giant Brand,3,24.9,74.7,False
I0001956,O000399,U0049,Toothbrush,Toiletries and Personal Care,Darlie,3,2.04,6.12,False
I0001957,O000400,U0049,Broom,Cleaning Supplies,Kao,2,17.95,35.9,False
I0001958,O000400,U0049,Conditioner,Toiletries and Personal Care,Darlie,3,19.83,59.49,True
I0001959,O000400,U0049,Razor,Toiletries and Personal Care,Dove,2,14.2,28.4,True
I0001960,O000400,U0049,Trash Bags,Cleaning Supplies,Cif,3,9.71,29.13,False
I0001961,O000400,U0049,Air Freshener,Cleaning Supplies,Mr Muscle,1,19.77,19.77,False
I0001962,O000400,U0049,Multi-Purpose Spray,Cleaning Supplies,Mr Muscle,2,14.88,29.76,False
I0001963,O000400,U0049,Shaving Cream,Toiletries and Personal Care,Pantene,1,24.57,24.57,True
I0001964,O000401,U0049,Toilet Bowl Cleaner,Cleaning Supplies,Giant Brand,3,14.06,42.18,False
I0001965,O000401,U0049,Toothpaste,Toiletries and Personal Care,Nivea,3,8.29,24.87,False
I0001966,O000401,U0049,Disinfectant Wipes,Cleaning Supplies,Cif,1,21.5,21.5,False
I0001967,O000401,U0049,Candles,Kitchen Essentials,Scotch-Brite,3,21.28,63.84,False
I0001968,O000401,U0049,Matches,Kitchen Essentials,Glad,3,24.27,72.81,False
I0001969,O000401,U0049,Toothpaste,Toiletries and Personal Care,Colgate,3,15.83,47.49,False
I0001970,O000401,U0049,Glass Cleaner,Cleaning Supplies,Mr Muscle,2,12.12,24.24,False
I0001971,O000401,U0049,Facial Cleanser,Toiletries and Personal Care,Dove,3,16.89,50.67,True
I0001972,O000402,U0050,Rubber Bands,Kitchen Essentials,3M,3,5.89,17.67,False
I0001973,O000402,U0050,Shampoo,Toiletries and Personal Care,Dove,3,2.99,8.97,False
I0001974,O000402,U0050,Stain Remover,Laundry,Attack,3,13.07,39.21,False
I0001975,O000402,U0050,Washing Machine Cleaner,Laundry,Breeze,3,13.18,39.54,False
I0001976,O000402,U0050,Scrubbing Brush,Cleaning Supplies,Mr Muscle,3,15.05,45.15,False
I0001977,O000403,U0050,Floor Cleaner,Cleaning Supplies,Kao,3,5.88,17.64,False
I0001978,O000403,U0050,Dishwasher Tablets,Kitchen Essentials,Glad,1,17.09,17.09,False
I0001979,O000403,U0050,Shaving Cream,Toiletries and Personal Care,Darlie,3,16.06,48.18,False
I0001980,O000403,U0050,Dish Soap,Kitchen Essentials,Sunlight,1,8.07,8.07,False
I0001981,O000404,U0050,Toothbrush,Toiletries and Personal Care,Darlie,2,15.45,30.9,True
I0001982,O000404,U0050,Cotton Buds,Toiletries and Personal Care,Nivea,2,5.86,11.72,True
I0001983,O000404,U0050,Rubber Bands,Kitchen Essentials,3M,3,15.04,45.12,False
I0001984,O000404,U0050,Candles,Kitchen Essentials,Scotch-Brite,3,24.07,72.21,False
I0001985,O000405,U0050,Razor,Toiletries and Personal Care,Colgate,1,14.03,14.03,False
I0001986,O000405,U0050,Fabric Softener,Laundry,Downy,2,10.64,21.28,False
I0001987,O000405,U0050,Floss,Toiletries and Personal Care,Pantene,3,6.72,20.16,False
I0001988,O000405,U0050,Razor,Toiletries and Personal Care,Dove,1,21.72,21.72,False
I0001989,O000406,U0050,Deodorant,Toiletries and Personal Care,Darlie,3,7.68,23.04,False
I0001990,O000406,U0050,Floss,Toiletries and Personal Care,Dove,3,9.03,27.09,False
I0001991,O000406,U0050,Baby Lotion,Baby and Family Care,Johnson and Johnson,1,1.68,1.68,False
I0001992,O000406,U0050,Razor,Toiletries and Personal Care,Nivea,3,3.25,9.75,False
I0001993,O000407,U0050,Cotton Buds,Toiletries and Personal Care,Gatsby,2,15.18,30.36,False
I0001994,O000407,U0050,Cotton Buds,Toiletries and Personal Care,Colgate,1,10.77,10.77,True
I0001995,O000408,U0051,Sunscreen,Toiletries and Personal Care,Gatsby,1,10.1,10.1,False
